aval;msg
1;Chego uns notebook da dell aqui na loja que me deixa de boca aberta de tão top que são
1;Notebook da Dell, muito bom para quem gosta de jogar e/o fazer edições gráficas. Resolvi compartilhar com vocês. http://goo.gl/OOViYG
1;notebook da dell é tão bão, mas dá tanta atualização
1;Ebaaa ganhei um notebook novo da dell woohoo??✌✌
1;E o mais engraçado, a concorrente da @HPBrasil @HPSuporte, a empresa Dell tem a venda baterias pra notebook no site, fácil assim… é vergonha
1;Preciso de um notebook da Dell nao aguento mais essa porra da samsung
1;reconhecimento público: o atendimento da Dell e sua prestadora aqui foi excelente, em menos de 3 dias consertaram a tela do meu notebook.
1;Ahuahuahuahua, ainda prefiro pagar quase 3 mil reais, num notebook de ultima geração da Dell '-' na moral :3
1;Meu amor responde pelo nome de notebook Dell ?
1;A DELL COBRE O NOTEBOOK MOLHADO E A SAMSUNG NÃO GENTE QUE MUNDO É ESSE EU TENHO QUE LER AS COISA ANTES DE COMPRAR (((E DE MOLHAR
1;"eu to deitando em posição fetal e pensando ""pq n comprei notebook da dell?"""
1;Creiam, após dois anos com um notebook dell (que mesmo sendo de entrada eu amo), graças ao Analista de Sistema... http://fb.me/2ykB0MGD9
1;Quero comprar um notebook, só que um notebook muito bom, vou comprar aquele Dell de 3500 e foda-se
1;amanhã o técnico da Dell vem arrumar o notebook \o/
1;Parabéns para Dell por ter feito um notebook que é tão fácil e prático de se fazer uma manutenção.
1;Tá mais barato (e fácil) comprar notebook no próprio site da Dell do que em lojas online como a submarino e cia.
1;O meu notebook é o mais lindo #maleficent #dell ♥ http://instagram.com/p/x-FZ04j6WY/
1;Comprei um notebook Dell faz mais ou menos um mês, e tô me perguntando porque não comprei essa maravilha antes.
1;quero meu notebook da dell de volta pfvr, esse novo not as good
1;Amooo meu notebook #Dell #corei7 ????
1;@Vowlenhart tenho um notebook Dell há 3 anos sem formatar é boa marca e qualidade, mas já fiz muita besteira nele
1;Vontade de esganar meu pai por ter comprado notebook samsung quando eu mesma tinha falo que um Dell era melhor
1;Meu Deu que coisa linda esse Notebook da Dell. Já quero. http://www.theverge.com/2015/1/6/7501385/dell-xps-13-2015-edition-announced-at-ces-2015 …
1;eu já tinha decidido não comprar um notebook aí a dell vai e anuncia esse mais fino que o mackbook air...
1;Nunca pensei que acharia um Notebook da Dell tão daora https://www.youtube.com/watch?v=4OwWgpNRIKc …
1;Nesse exato momento o que eu quero é meu notebook da dell de novo, msm sendo velhinho é melhor q o meu da lenovo
1;Muito legal esses travesseiros de notebook da @dell  Link permanente da imagem incorporada
1;Acho que vale muito a pena ultrapassar um pouco meu orçamento por um notebook que seja Dell e, especialmente, com processador i5
1;Cá estou paquerando um notebook maravilhoso da Dell que comprarei em breve.
1;@algumaanna @felipe_fgnds Muito. Note eu gosto da Dell, samsung e HP
1;@Rafaael_dc po, tô nem usando quase ( dia de semana só uso o note, tô c um Dell i5 teclado iluminado um tesão) e tô na busca do carro ahahah
1;tava lembrando aqui q meu note ja ta pra completar 3 anos, com um total de 0 defeitos até então... dell é foda viu
1;Que lindo note...
1;Eu me lembro de ter visto um Dell pra ela, na época. Dell é tão amor, quando for comprar meu note vou querer um com certeza
1;Preciso mesmo é um note Dell, esse comprarei.
1;@vazio_ cara, meus 5 anos com o note da dell, nada a reclamar... dessa vez não é problema na dell, vi gente reclamando msm com placa antiga
1;Dell me surpreendeu no suporte, tô com meu note funcionando já. Que belezura.
1;Meu note novo até que é amorzinho, mas como desapegar do antigo? #QuemTemNãoTroca #Dell
1;Mas meu note começando a ser frango nos traves da vida e olha q é Dell a marca maravilha q todo o ser vivente me indicou e eu comprei
1;E por último um note da Dell Red ??????
1;Muito satisfeito com o note da dell aqui, é demais! @DellnoBrasil
1;eu achava que a placa de video do meu note era super bosta, mas é dell e roda muita coisa nele
1;@moby_vmg Dell é top, ponta firme em qqr problema que você tiver, tem uma assistência eficiente e rápida, acho uma ótima marca! NOTE TOP *-*
1;Mas eu to surpreso. Esse note da Dell tinha um monte de problema com driver no Windows 8. Parece que agora posso atualizar eles sem medo.
1;Meu note resolveu ligar depois de 2 anos. Dell te amo
1;Eh muito bom ter note novo, Dell 2 em 1, muito massa.
1;Dell é Dell.... Sistema de ventilação duplo em note ultrabook dell... Show... #dell https://instagram.com/p/4pDqEGydPb/
1;patrãozinho vai me dar um note da dell I7 com 8 GB ram pra trabalhar ♥♥♥
1;E agora, o q faço? Meu note foi p o espaço! Ah se eu pudesse ter @Dell @DellnoBrasil compraria hoje Inpiron 2 em 1  Link permanente da imagem incorporada
1;@theashura eu tô juntando dinheiro pra comprar um desktop fodástico mesmo da dell mas por enquanto tenho que me virar com o note, mas ele
1;@opsbruxo meu irmão tem um note da DELL é uma boa marca acho
1;rapaz note da sony nao dá, pega um da dell q seus problemas acabam
1;Ai sua mãe interrompe a atualização do note e ele não liga mais obg #Dell #DellBrasil pela atenção, obg cara q me atendeu. Salvaram meu dia!
1;sdds note Dell (sempre achei os Lenovo com cara de coisa vagabunda e os técnicozões falaram que era de boa, vai tranquila). Cu.
1;dell melhor empresa, nao deu uma semana os loco vieram na baia trocar o lcd do note, sem custo
1;mru irmaozinho eu vo comprq um note da dell af eu fico la no trampo mexendo queria tanto p mim af......
1;Essa Dell é demais... Note chegoooou ?
1;Meu dell latitude eh loco demaisss, q note bom
1;Note da Dell com uma baita configuração e valor também
1;@AlicePeres ps. comprei um note da dell fera d++ por 1600, acho q tu merece esse presente para sua alma
1;então, não sei vcs mas eu tenho note da #DELL #Vostro lindãoooo >.< e foi meu namorado fofo que me deeeeu >.<  ♥
1;Meu esse note da Dell é sensacional
1;Gente, garantia da Dell é muito foda, o técnico já veio e já arrumou meu note *O*
1;@rouedelavie COMPRA DELLZAO Q @Dell DESTROI NOS NOTE PARA GAMES PIRATAS CHUPA @EA NAO PAGUEI NADA
1;Note novo esse da Dell kkkkkkk meu tio deu esse para doar para a igreja. Mas é mto tesão, acho q vou desvia-lo haha  Link permanente da imagem incorporada
1;Dei o note acer p pai, e fiquei com o da dell, bemm melhor kkkk
1;Atualizar a BIOS dos note #Dell é muito suave neh.
1;obrigada ao atendente da dell que consertou meu note prometo não entrar mais em porno vlw flw
1;Tweet para declarar o meu amor pela Dell e pelo meu novo note SENSA fodasticos e rápido bjs
1;3 meses com meu notebook da dell com o Linux, e nunca vi travar, o outro note de casa recém formatado menos de um mês já travou 3x
1;estou aqui sambando na cara da populaçao com meu novo notebook DELL #woohoo #note #DELL #SAMBO
1;@johnnykatayama sim <3 não era poderoso como eu queria, mas eu note da dell lindo e melhor que o meu antigo
1;consegui trocar meu note ao invés de mandar pra assistência, peguei um da dell melhor q o meu e pelo mesmo valor ==== sorte grandeeee
1;Comprei um note da Dell ✌✌ chupa humanidade
1;"Comprei o note por causa do ""excelente"" suporte da Dell. @DellAjuda"
1;"Obrigado DELL pelo presentinho.... Bolsa pra note de 15"" e HD de 1tb... Consultoria Dell é na Rede… http://instagram.com/p/ycHAZxSdCU/"
1;Finally depois de anos consegui comprar meu note e o melhor q é um dell (visivelmente inteligente) *---*
1;Até que fim um note bom da DELL nessa nova safra. http://fb.me/6oQI6C1J2
1;Feliz com o meu not novo ? #Dell ??? (@ Casa do momor) https://www.swarmapp.com/c/1tHYMJ6bPzU
1;aqui com o not da dell, aquele que tinha riscado o hd, agora tá com o hd novinho, tudo já instalado, ele já tá bombando!
1;boas notícias hj, o outro not, o da dell, vai ser concertado, tudo dentro da garantia
1;o not da dell eh mto foda, nunca mexi num melhor vei, eu ganhei um de presente do meu pai ? eu amei #JustinForMMVA
1;meo Not da DELL é mol rapido selok rs
1;Selok meo not é mol rapido kk DELL é zikaa
1;nao curto not da acer, pra mim tem que ser Dell ou ASUS
1;O cara da dell vem amanha arrumar meu not ♥
1;uma coisa que ninguém explica, o not da HP não conectou a internet da universidade nem com resa braba, e o da dell nem precisou solicitar a
1;@dell eu ainda vou ter um not de vcs, pode acreditar
1;CHEEEEEEEEEEEEGOOOOOOOOOOU MEU NOT JESUS OBRIGADO @Dell ele é lindo
1;Adoro mexer no not da dell da mãe
1;a bateria desse not da dell dura pra caramba, estou c ele desde antes das 7 da noite, e só agora vou carregar.
1;Comprei meu not da Dell ihuuu
1;depois de MacBook os melhore not são da dell meu deus aquilo era desumano de bom
1;quero meu notebook da dell de volta pfvr, esse novo not as good
1;Testamos o Dell Chromebox, computador superportátil com desempenho top , Notícias , TechTudo http://www.techtudo.com.br/noticias/noticia/2014/11/testamos-o-dell-chromebox-computador-superportatil-com-desempenho-top.html … via @TechTudo
